STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00080236,"ARCHBOLD BIO STATION, FL US",25/09/2006,0,93,71
USC00080236,"ARCHBOLD BIO STATION, FL US",26/09/2006,0,92,67
USC00080236,"ARCHBOLD BIO STATION, FL US",27/09/2006,0,91,69
USC00080236,"ARCHBOLD BIO STATION, FL US",28/09/2006,0.82,87,64
USC00080236,"ARCHBOLD BIO STATION, FL US",29/09/2006,0,86,55
USC00080236,"ARCHBOLD BIO STATION, FL US",30/09/2006,0,88,65
USC00080236,"ARCHBOLD BIO STATION, FL US",01/10/2006,0,89,60
USC00080236,"ARCHBOLD BIO STATION, FL US",02/10/2006,0,90,61
USC00080236,"ARCHBOLD BIO STATION, FL US",03/10/2006,0,90,67
USC00080236,"ARCHBOLD BIO STATION, FL US",04/10/2006,0,89,69
USC00080236,"ARCHBOLD BIO STATION, FL US",05/10/2006,0,89,68
USC00080236,"ARCHBOLD BIO STATION, FL US",06/10/2006,0,87,63
USC00080236,"ARCHBOLD BIO STATION, FL US",07/10/2006,0,89,57
USC00080236,"ARCHBOLD BIO STATION, FL US",08/10/2006,0,89,58
USC00080236,"ARCHBOLD BIO STATION, FL US",09/10/2006,0,89,63
USC00080236,"ARCHBOLD BIO STATION, FL US",10/10/2006,0,89,56
USC00080236,"ARCHBOLD BIO STATION, FL US",11/10/2006,0,85,53
USC00080236,"ARCHBOLD BIO STATION, FL US",12/10/2006,0,87,56
USC00080236,"ARCHBOLD BIO STATION, FL US",13/10/2006,0,91,62
USC00080236,"ARCHBOLD BIO STATION, FL US",14/10/2006,0,89,66
USC00080236,"ARCHBOLD BIO STATION, FL US",15/10/2006,0,85,61
USC00080236,"ARCHBOLD BIO STATION, FL US",16/10/2006,0,85,62
USC00080236,"ARCHBOLD BIO STATION, FL US",17/10/2006,0,85,64
USC00080236,"ARCHBOLD BIO STATION, FL US",18/10/2006,0,84,62
USC00080236,"ARCHBOLD BIO STATION, FL US",19/10/2006,0,91,63
USC00080236,"ARCHBOLD BIO STATION, FL US",20/10/2006,0,91,64
USC00080236,"ARCHBOLD BIO STATION, FL US",21/10/2006,0,91,64
USC00080236,"ARCHBOLD BIO STATION, FL US",22/10/2006,0,91,62
USC00080236,"ARCHBOLD BIO STATION, FL US",23/10/2006,0,90,63
USC00080236,"ARCHBOLD BIO STATION, FL US",24/10/2006,0,86,50
USC00080236,"ARCHBOLD BIO STATION, FL US",25/10/2006,0,71,34
USC00080236,"ARCHBOLD BIO STATION, FL US",26/10/2006,0,84,49
USC00080236,"ARCHBOLD BIO STATION, FL US",27/10/2006,0,83,57
USC00080236,"ARCHBOLD BIO STATION, FL US",28/10/2006,1.02,88,64
USC00080236,"ARCHBOLD BIO STATION, FL US",29/10/2006,0.31,88,55
USC00080236,"ARCHBOLD BIO STATION, FL US",30/10/2006,0,81,57
USC00080236,"ARCHBOLD BIO STATION, FL US",31/10/2006,0,84,63
USC00080236,"ARCHBOLD BIO STATION, FL US",01/11/2006,0,86,68
USC00080236,"ARCHBOLD BIO STATION, FL US",02/11/2006,0.02,88,68
USC00080236,"ARCHBOLD BIO STATION, FL US",03/11/2006,0,78,58
USC00080236,"ARCHBOLD BIO STATION, FL US",04/11/2006,0,84,65
USC00080236,"ARCHBOLD BIO STATION, FL US",05/11/2006,0,81,62
USC00080236,"ARCHBOLD BIO STATION, FL US",06/11/2006,0,78,60
USC00080236,"ARCHBOLD BIO STATION, FL US",07/11/2006,0.07,83,65
USC00080236,"ARCHBOLD BIO STATION, FL US",08/11/2006,0.01,80,63
USC00080236,"ARCHBOLD BIO STATION, FL US",09/11/2006,0,79,44
USC00080236,"ARCHBOLD BIO STATION, FL US",10/11/2006,0,79,44
USC00080236,"ARCHBOLD BIO STATION, FL US",11/11/2006,0,81,51
USC00080236,"ARCHBOLD BIO STATION, FL US",12/11/2006,0,81,51
USC00080236,"ARCHBOLD BIO STATION, FL US",13/11/2006,0,84,51
USC00080236,"ARCHBOLD BIO STATION, FL US",14/11/2006,0,77,43
USC00080236,"ARCHBOLD BIO STATION, FL US",15/11/2006,0,83,50
USC00080236,"ARCHBOLD BIO STATION, FL US",16/11/2006,0.05,87,50
USC00080236,"ARCHBOLD BIO STATION, FL US",17/11/2006,0.17,87,50
USC00080236,"ARCHBOLD BIO STATION, FL US",18/11/2006,0,72,44
USC00080236,"ARCHBOLD BIO STATION, FL US",19/11/2006,0,71,31
USC00080236,"ARCHBOLD BIO STATION, FL US",20/11/2006,0,71,38
USC00080236,"ARCHBOLD BIO STATION, FL US",21/11/2006,0,65,38
USC00080236,"ARCHBOLD BIO STATION, FL US",22/11/2006,0,62,28
USC00080236,"ARCHBOLD BIO STATION, FL US",23/11/2006,0,67,33
USC00080236,"ARCHBOLD BIO STATION, FL US",24/11/2006,0,73,34
USC00080236,"ARCHBOLD BIO STATION, FL US",25/11/2006,0,77,56
USC00080236,"ARCHBOLD BIO STATION, FL US",26/11/2006,0.03,80,58
USC00080236,"ARCHBOLD BIO STATION, FL US",27/11/2006,0,77,60
USC00080236,"ARCHBOLD BIO STATION, FL US",28/11/2006,0.02,81,63
USC00080236,"ARCHBOLD BIO STATION, FL US",29/11/2006,0,83,65
USC00080236,"ARCHBOLD BIO STATION, FL US",30/11/2006,0.03,82,67
USC00080236,"ARCHBOLD BIO STATION, FL US",01/12/2006,0,84,69
USC00080236,"ARCHBOLD BIO STATION, FL US",02/12/2006,0.18,86,65
USC00080236,"ARCHBOLD BIO STATION, FL US",03/12/2006,0,84,60
USC00080236,"ARCHBOLD BIO STATION, FL US",04/12/2006,0,84,58
USC00080236,"ARCHBOLD BIO STATION, FL US",05/12/2006,0,75,56
USC00080236,"ARCHBOLD BIO STATION, FL US",06/12/2006,0,77,53
USC00080236,"ARCHBOLD BIO STATION, FL US",07/12/2006,0,78,55
USC00080236,"ARCHBOLD BIO STATION, FL US",08/12/2006,0,79,55
USC00080236,"ARCHBOLD BIO STATION, FL US",09/12/2006,0,65,48
USC00080236,"ARCHBOLD BIO STATION, FL US",10/12/2006,0,75,55
USC00080236,"ARCHBOLD BIO STATION, FL US",11/12/2006,0,79,55
USC00080236,"ARCHBOLD BIO STATION, FL US",12/12/2006,0,77,51
USC00080236,"ARCHBOLD BIO STATION, FL US",13/12/2006,0,80,56
USC00080236,"ARCHBOLD BIO STATION, FL US",14/12/2006,0.01,81,65
USC00080236,"ARCHBOLD BIO STATION, FL US",15/12/2006,0.24,77,67
USC00080236,"ARCHBOLD BIO STATION, FL US",16/12/2006,0.01,77,63
USC00080236,"ARCHBOLD BIO STATION, FL US",17/12/2006,0.03,72,64
USC00080236,"ARCHBOLD BIO STATION, FL US",18/12/2006,0.25,79,65
USC00080236,"ARCHBOLD BIO STATION, FL US",19/12/2006,0,81,59
USC00080236,"ARCHBOLD BIO STATION, FL US",20/12/2006,0,81,53
USC00080236,"ARCHBOLD BIO STATION, FL US",21/12/2006,0,79,61
USC00080236,"ARCHBOLD BIO STATION, FL US",22/12/2006,0,81,64
USC00080236,"ARCHBOLD BIO STATION, FL US",23/12/2006,0.48,82,70
USC00080236,"ARCHBOLD BIO STATION, FL US",24/12/2006,0.02,83,67
USC00080236,"ARCHBOLD BIO STATION, FL US",25/12/2006,0.42,83,70
USC00080236,"ARCHBOLD BIO STATION, FL US",26/12/2006,0.41,79,63
USC00080236,"ARCHBOLD BIO STATION, FL US",27/12/2006,0,62,48
USC00080236,"ARCHBOLD BIO STATION, FL US",28/12/2006,0,62,42
USC00080236,"ARCHBOLD BIO STATION, FL US",29/12/2006,0,76,52
USC00080236,"ARCHBOLD BIO STATION, FL US",30/12/2006,0,83,62
USC00080236,"ARCHBOLD BIO STATION, FL US",31/12/2006,0,82,68
USC00080236,"ARCHBOLD BIO STATION, FL US",01/01/2007,0,82,66
USC00080236,"ARCHBOLD BIO STATION, FL US",02/01/2007,0.01,76,66
USC00080236,"ARCHBOLD BIO STATION, FL US",03/01/2007,0,75,63
USC00080236,"ARCHBOLD BIO STATION, FL US",04/01/2007,0,83,61
USC00080236,"ARCHBOLD BIO STATION, FL US",05/01/2007,0,80,65
USC00080236,"ARCHBOLD BIO STATION, FL US",06/01/2007,0,82,68
USC00080236,"ARCHBOLD BIO STATION, FL US",07/01/2007,0,85,58
USC00080236,"ARCHBOLD BIO STATION, FL US",08/01/2007,0,85,58
USC00080236,"ARCHBOLD BIO STATION, FL US",09/01/2007,0,84,50
USC00080236,"ARCHBOLD BIO STATION, FL US",10/01/2007,0,66,34
USC00080236,"ARCHBOLD BIO STATION, FL US",11/01/2007,0,68,49
USC00080236,"ARCHBOLD BIO STATION, FL US",12/01/2007,0,75,48
USC00080236,"ARCHBOLD BIO STATION, FL US",13/01/2007,0,78,52
USC00080236,"ARCHBOLD BIO STATION, FL US",14/01/2007,0,81,59
USC00080236,"ARCHBOLD BIO STATION, FL US",15/01/2007,0,83,45
USC00080236,"ARCHBOLD BIO STATION, FL US",16/01/2007,0,81,45
USC00080236,"ARCHBOLD BIO STATION, FL US",17/01/2007,0,82,61
USC00080236,"ARCHBOLD BIO STATION, FL US",18/01/2007,0,79,63
USC00080236,"ARCHBOLD BIO STATION, FL US",19/01/2007,0,81,60
USC00080236,"ARCHBOLD BIO STATION, FL US",20/01/2007,0,73,48
USC00080236,"ARCHBOLD BIO STATION, FL US",21/01/2007,0,76,51
USC00080236,"ARCHBOLD BIO STATION, FL US",22/01/2007,0,80,59
USC00080236,"ARCHBOLD BIO STATION, FL US",23/01/2007,0,85,64
USC00080236,"ARCHBOLD BIO STATION, FL US",24/01/2007,0,76,58
USC00080236,"ARCHBOLD BIO STATION, FL US",25/01/2007,0.09,71,50
USC00080236,"ARCHBOLD BIO STATION, FL US",26/01/2007,0.11,62,41
USC00080236,"ARCHBOLD BIO STATION, FL US",27/01/2007,0,70,44
USC00080236,"ARCHBOLD BIO STATION, FL US",28/01/2007,0,75,52
USC00080236,"ARCHBOLD BIO STATION, FL US",29/01/2007,0,72,34
USC00080236,"ARCHBOLD BIO STATION, FL US",30/01/2007,0,60,23
USC00080236,"ARCHBOLD BIO STATION, FL US",31/01/2007,0.01,61,33
USC00080236,"ARCHBOLD BIO STATION, FL US",01/02/2007,0,71,51
USC00080236,"ARCHBOLD BIO STATION, FL US",02/02/2007,0,81,64
USC00080236,"ARCHBOLD BIO STATION, FL US",03/02/2007,0.11,81,57
USC00080236,"ARCHBOLD BIO STATION, FL US",04/02/2007,0.11,62,51
USC00080236,"ARCHBOLD BIO STATION, FL US",05/02/2007,0.15,64,51
USC00080236,"ARCHBOLD BIO STATION, FL US",06/02/2007,0,58,49
USC00080236,"ARCHBOLD BIO STATION, FL US",07/02/2007,0,71,36
USC00080236,"ARCHBOLD BIO STATION, FL US",08/02/2007,0,77,42
USC00080236,"ARCHBOLD BIO STATION, FL US",09/02/2007,0,76,34
USC00080236,"ARCHBOLD BIO STATION, FL US",10/02/2007,0,80,37
USC00080236,"ARCHBOLD BIO STATION, FL US",11/02/2007,0,80,37
USC00080236,"ARCHBOLD BIO STATION, FL US",12/02/2007,0.41,75,51
USC00080236,"ARCHBOLD BIO STATION, FL US",13/02/2007,0.19,70,57
USC00080236,"ARCHBOLD BIO STATION, FL US",14/02/2007,0,82,65
USC00080236,"ARCHBOLD BIO STATION, FL US",15/02/2007,0,82,50
USC00080236,"ARCHBOLD BIO STATION, FL US",16/02/2007,0,64,48
USC00080236,"ARCHBOLD BIO STATION, FL US",17/02/2007,0,61,21
USC00080236,"ARCHBOLD BIO STATION, FL US",18/02/2007,0.03,63,21
USC00080236,"ARCHBOLD BIO STATION, FL US",19/02/2007,0,62,19
USC00080236,"ARCHBOLD BIO STATION, FL US",20/02/2007,0,67,34
USC00080236,"ARCHBOLD BIO STATION, FL US",21/02/2007,0,77,39
USC00080236,"ARCHBOLD BIO STATION, FL US",22/02/2007,0,81,48
USC00080236,"ARCHBOLD BIO STATION, FL US",23/02/2007,0,81,36
USC00080236,"ARCHBOLD BIO STATION, FL US",24/02/2007,0,81,51
USC00080236,"ARCHBOLD BIO STATION, FL US",25/02/2007,0,78,55
USC00080236,"ARCHBOLD BIO STATION, FL US",26/02/2007,0,85,63
USC00080236,"ARCHBOLD BIO STATION, FL US",27/02/2007,0.33,81,64
USC00080236,"ARCHBOLD BIO STATION, FL US",28/02/2007,0,87,61
USC00080236,"ARCHBOLD BIO STATION, FL US",01/03/2007,0,86,62
USC00080236,"ARCHBOLD BIO STATION, FL US",02/03/2007,0,87,68
USC00080236,"ARCHBOLD BIO STATION, FL US",03/03/2007,0.03,89,66
USC00080236,"ARCHBOLD BIO STATION, FL US",04/03/2007,0.01,79,55
USC00080236,"ARCHBOLD BIO STATION, FL US",05/03/2007,0,76,47
USC00080236,"ARCHBOLD BIO STATION, FL US",06/03/2007,0,71,31
USC00080236,"ARCHBOLD BIO STATION, FL US",07/03/2007,0,77,48
USC00080236,"ARCHBOLD BIO STATION, FL US",08/03/2007,0,79,42
USC00080236,"ARCHBOLD BIO STATION, FL US",09/03/2007,0,82,49
USC00080236,"ARCHBOLD BIO STATION, FL US",10/03/2007,0,83,55
USC00080236,"ARCHBOLD BIO STATION, FL US",11/03/2007,0,84,50
USC00080236,"ARCHBOLD BIO STATION, FL US",12/03/2007,0,84,54
USC00080236,"ARCHBOLD BIO STATION, FL US",13/03/2007,0,82,46
USC00080236,"ARCHBOLD BIO STATION, FL US",14/03/2007,0,84,50
USC00080236,"ARCHBOLD BIO STATION, FL US",15/03/2007,0,82,54
USC00080236,"ARCHBOLD BIO STATION, FL US",16/03/2007,0,86,54
USC00080236,"ARCHBOLD BIO STATION, FL US",17/03/2007,0.55,86,53
USC00080236,"ARCHBOLD BIO STATION, FL US",18/03/2007,0,73,38
USC00080236,"ARCHBOLD BIO STATION, FL US",19/03/2007,0,73,42
USC00080236,"ARCHBOLD BIO STATION, FL US",20/03/2007,0,79,54
USC00080236,"ARCHBOLD BIO STATION, FL US",21/03/2007,0.07,74,55
USC00080236,"ARCHBOLD BIO STATION, FL US",22/03/2007,0,78,55
USC00080236,"ARCHBOLD BIO STATION, FL US",23/03/2007,0,83,62
USC00080236,"ARCHBOLD BIO STATION, FL US",24/03/2007,0,85,59
USC00080236,"ARCHBOLD BIO STATION, FL US",25/03/2007,0,85,58
USC00080236,"ARCHBOLD BIO STATION, FL US",26/03/2007,0,84,54
USC00080236,"ARCHBOLD BIO STATION, FL US",27/03/2007,0,86,61
USC00080236,"ARCHBOLD BIO STATION, FL US",28/03/2007,0,83,52
USC00080236,"ARCHBOLD BIO STATION, FL US",29/03/2007,0,86,52
USC00080236,"ARCHBOLD BIO STATION, FL US",30/03/2007,0,86,57
USC00080236,"ARCHBOLD BIO STATION, FL US",31/03/2007,0,87,59
USC00080236,"ARCHBOLD BIO STATION, FL US",01/04/2007,0,83,53
USC00080236,"ARCHBOLD BIO STATION, FL US",02/04/2007,0,86,50
USC00080236,"ARCHBOLD BIO STATION, FL US",03/04/2007,0,88,51
USC00080236,"ARCHBOLD BIO STATION, FL US",04/04/2007,0,87,52
USC00080236,"ARCHBOLD BIO STATION, FL US",05/04/2007,0,87,52
USC00080236,"ARCHBOLD BIO STATION, FL US",06/04/2007,0.1,87,57
USC00080236,"ARCHBOLD BIO STATION, FL US",07/04/2007,0,79,35
USC00080236,"ARCHBOLD BIO STATION, FL US",08/04/2007,0,74,41
USC00080236,"ARCHBOLD BIO STATION, FL US",09/04/2007,0,76,46
USC00080236,"ARCHBOLD BIO STATION, FL US",10/04/2007,0,82,57
USC00080236,"ARCHBOLD BIO STATION, FL US",11/04/2007,1.8,79,59
USC00080236,"ARCHBOLD BIO STATION, FL US",12/04/2007,0.09,90,63
USC00080236,"ARCHBOLD BIO STATION, FL US",13/04/2007,0,88,59
USC00080236,"ARCHBOLD BIO STATION, FL US",14/04/2007,0,92,64
USC00080236,"ARCHBOLD BIO STATION, FL US",15/04/2007,0,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",16/04/2007,0.19,82,41
USC00080236,"ARCHBOLD BIO STATION, FL US",17/04/2007,0,73,38
USC00080236,"ARCHBOLD BIO STATION, FL US",18/04/2007,0,85,40
USC00080236,"ARCHBOLD BIO STATION, FL US",19/04/2007,0,85,54
USC00080236,"ARCHBOLD BIO STATION, FL US",20/04/2007,0,82,49
USC00080236,"ARCHBOLD BIO STATION, FL US",21/04/2007,0,84,56
USC00080236,"ARCHBOLD BIO STATION, FL US",22/04/2007,0,79,54
USC00080236,"ARCHBOLD BIO STATION, FL US",23/04/2007,0,83,49
USC00080236,"ARCHBOLD BIO STATION, FL US",24/04/2007,0,83,54
USC00080236,"ARCHBOLD BIO STATION, FL US",25/04/2007,0,86,52
USC00080236,"ARCHBOLD BIO STATION, FL US",26/04/2007,0,89,55
USC00080236,"ARCHBOLD BIO STATION, FL US",27/04/2007,0,91,63
USC00080236,"ARCHBOLD BIO STATION, FL US",28/04/2007,0,90,65
USC00080236,"ARCHBOLD BIO STATION, FL US",29/04/2007,0,91,54
USC00080236,"ARCHBOLD BIO STATION, FL US",30/04/2007,0,90,57
USC00080236,"ARCHBOLD BIO STATION, FL US",01/05/2007,0,90,50
USC00080236,"ARCHBOLD BIO STATION, FL US",02/05/2007,0,89,50
USC00080236,"ARCHBOLD BIO STATION, FL US",03/05/2007,0,90,53
USC00080236,"ARCHBOLD BIO STATION, FL US",04/05/2007,0.15,95,60
USC00080236,"ARCHBOLD BIO STATION, FL US",05/05/2007,0,95,64
USC00080236,"ARCHBOLD BIO STATION, FL US",06/05/2007,0.34,90,60
USC00080236,"ARCHBOLD BIO STATION, FL US",07/05/2007,0.03,91,64
USC00080236,"ARCHBOLD BIO STATION, FL US",08/05/2007,0,79,56
USC00080236,"ARCHBOLD BIO STATION, FL US",09/05/2007,0,83,50
USC00080236,"ARCHBOLD BIO STATION, FL US",10/05/2007,0,88,59
USC00080236,"ARCHBOLD BIO STATION, FL US",11/05/2007,0,89,62
USC00080236,"ARCHBOLD BIO STATION, FL US",12/05/2007,0,90,63
USC00080236,"ARCHBOLD BIO STATION, FL US",13/05/2007,0,91,62
USC00080236,"ARCHBOLD BIO STATION, FL US",14/05/2007,0.46,93,63
USC00080236,"ARCHBOLD BIO STATION, FL US",15/05/2007,0.1,87,66
USC00080236,"ARCHBOLD BIO STATION, FL US",16/05/2007,0,84,65
USC00080236,"ARCHBOLD BIO STATION, FL US",17/05/2007,0.05,88,58
USC00080236,"ARCHBOLD BIO STATION, FL US",18/05/2007,0.02,89,58
USC00080236,"ARCHBOLD BIO STATION, FL US",19/05/2007,0.08,92,63
USC00080236,"ARCHBOLD BIO STATION, FL US",20/05/2007,0,87,63
USC00080236,"ARCHBOLD BIO STATION, FL US",21/05/2007,0,90,56
USC00080236,"ARCHBOLD BIO STATION, FL US",22/05/2007,0,88,62
USC00080236,"ARCHBOLD BIO STATION, FL US",23/05/2007,0,88,64
USC00080236,"ARCHBOLD BIO STATION, FL US",24/05/2007,0.01,89,60
USC00080236,"ARCHBOLD BIO STATION, FL US",25/05/2007,0,87,62
USC00080236,"ARCHBOLD BIO STATION, FL US",26/05/2007,0,87,61
USC00080236,"ARCHBOLD BIO STATION, FL US",27/05/2007,0,88,59
USC00080236,"ARCHBOLD BIO STATION, FL US",28/05/2007,0,90,60
USC00080236,"ARCHBOLD BIO STATION, FL US",29/05/2007,0,90,60
USC00080236,"ARCHBOLD BIO STATION, FL US",30/05/2007,0,90,65
USC00080236,"ARCHBOLD BIO STATION, FL US",31/05/2007,0,90,64
USC00080236,"ARCHBOLD BIO STATION, FL US",01/06/2007,0,88,69
USC00080236,"ARCHBOLD BIO STATION, FL US",02/06/2007,1.66,77,64
USC00080236,"ARCHBOLD BIO STATION, FL US",03/06/2007,0.01,87,69
USC00080236,"ARCHBOLD BIO STATION, FL US",04/06/2007,0,89,65
USC00080236,"ARCHBOLD BIO STATION, FL US",05/06/2007,0,90,60
USC00080236,"ARCHBOLD BIO STATION, FL US",06/06/2007,0,92,68
USC00080236,"ARCHBOLD BIO STATION, FL US",07/06/2007,0.1,85,69
USC00080236,"ARCHBOLD BIO STATION, FL US",08/06/2007,0.63,91,66
USC00080236,"ARCHBOLD BIO STATION, FL US",09/06/2007,0.24,86,61
USC00080236,"ARCHBOLD BIO STATION, FL US",10/06/2007,0,92,66
USC00080236,"ARCHBOLD BIO STATION, FL US",11/06/2007,1.16,95,67
USC00080236,"ARCHBOLD BIO STATION, FL US",12/06/2007,0.87,94,67
USC00080236,"ARCHBOLD BIO STATION, FL US",13/06/2007,0,94,65
USC00080236,"ARCHBOLD BIO STATION, FL US",14/06/2007,0.05,87,61
USC00080236,"ARCHBOLD BIO STATION, FL US",15/06/2007,0,89,66
USC00080236,"ARCHBOLD BIO STATION, FL US",16/06/2007,0.94,91,67
USC00080236,"ARCHBOLD BIO STATION, FL US",17/06/2007,0.01,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",18/06/2007,0,92,68
USC00080236,"ARCHBOLD BIO STATION, FL US",19/06/2007,0.22,89,65
USC00080236,"ARCHBOLD BIO STATION, FL US",20/06/2007,0.12,91,65
USC00080236,"ARCHBOLD BIO STATION, FL US",21/06/2007,0.09,93,68
USC00080236,"ARCHBOLD BIO STATION, FL US",22/06/2007,0.12,91,65
USC00080236,"ARCHBOLD BIO STATION, FL US",23/06/2007,0.7,90,66
USC00080236,"ARCHBOLD BIO STATION, FL US",24/06/2007,0,93,60
USC00080236,"ARCHBOLD BIO STATION, FL US",25/06/2007,0,92,65
USC00080236,"ARCHBOLD BIO STATION, FL US",26/06/2007,0,93,64
USC00080236,"ARCHBOLD BIO STATION, FL US",27/06/2007,0,95,64
USC00080236,"ARCHBOLD BIO STATION, FL US",28/06/2007,0,94,71
USC00080236,"ARCHBOLD BIO STATION, FL US",29/06/2007,0.09,93,69
USC00080236,"ARCHBOLD BIO STATION, FL US",30/06/2007,0,88,71
USC00080236,"ARCHBOLD BIO STATION, FL US",01/07/2007,0.02,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",02/07/2007,0.02,91,66
USC00080236,"ARCHBOLD BIO STATION, FL US",03/07/2007,0.43,91,66
USC00080236,"ARCHBOLD BIO STATION, FL US",04/07/2007,0.58,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",05/07/2007,0.42,85,72
USC00080236,"ARCHBOLD BIO STATION, FL US",06/07/2007,0.19,86,71
USC00080236,"ARCHBOLD BIO STATION, FL US",07/07/2007,1.23,90,71
USC00080236,"ARCHBOLD BIO STATION, FL US",08/07/2007,2.17,92,69
USC00080236,"ARCHBOLD BIO STATION, FL US",09/07/2007,0.02,91,70
USC00080236,"ARCHBOLD BIO STATION, FL US",10/07/2007,0,94,70
USC00080236,"ARCHBOLD BIO STATION, FL US",11/07/2007,0,94,70
USC00080236,"ARCHBOLD BIO STATION, FL US",12/07/2007,0,96,69
USC00080236,"ARCHBOLD BIO STATION, FL US",13/07/2007,0,97,71
USC00080236,"ARCHBOLD BIO STATION, FL US",14/07/2007,0,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",15/07/2007,0.03,96,67
USC00080236,"ARCHBOLD BIO STATION, FL US",16/07/2007,1.25,93,67
USC00080236,"ARCHBOLD BIO STATION, FL US",17/07/2007,0.09,92,70
USC00080236,"ARCHBOLD BIO STATION, FL US",18/07/2007,0,93,69
USC00080236,"ARCHBOLD BIO STATION, FL US",19/07/2007,0,96,69
USC00080236,"ARCHBOLD BIO STATION, FL US",20/07/2007,0,96,68
USC00080236,"ARCHBOLD BIO STATION, FL US",21/07/2007,0,96,69
USC00080236,"ARCHBOLD BIO STATION, FL US",22/07/2007,0.66,90,67
USC00080236,"ARCHBOLD BIO STATION, FL US",23/07/2007,0.82,89,69
USC00080236,"ARCHBOLD BIO STATION, FL US",24/07/2007,0,89,67
USC00080236,"ARCHBOLD BIO STATION, FL US",25/07/2007,0.07,92,67
USC00080236,"ARCHBOLD BIO STATION, FL US",26/07/2007,0.24,93,66
USC00080236,"ARCHBOLD BIO STATION, FL US",27/07/2007,0.08,94,71
USC00080236,"ARCHBOLD BIO STATION, FL US",28/07/2007,0.07,92,66
USC00080236,"ARCHBOLD BIO STATION, FL US",29/07/2007,0.03,91,68
USC00080236,"ARCHBOLD BIO STATION, FL US",30/07/2007,0,91,69
USC00080236,"ARCHBOLD BIO STATION, FL US",31/07/2007,0,90,71
USC00080236,"ARCHBOLD BIO STATION, FL US",01/08/2007,0.68,89,71
USC00080236,"ARCHBOLD BIO STATION, FL US",02/08/2007,0.28,88,71
USC00080236,"ARCHBOLD BIO STATION, FL US",03/08/2007,0.15,89,68
USC00080236,"ARCHBOLD BIO STATION, FL US",04/08/2007,0.01,95,68
USC00080236,"ARCHBOLD BIO STATION, FL US",05/08/2007,0,95,68
USC00080236,"ARCHBOLD BIO STATION, FL US",06/08/2007,0,95,73
USC00080236,"ARCHBOLD BIO STATION, FL US",07/08/2007,0.57,95,69
USC00080236,"ARCHBOLD BIO STATION, FL US",08/08/2007,0,94,71
USC00080236,"ARCHBOLD BIO STATION, FL US",09/08/2007,0,93,73
USC00080236,"ARCHBOLD BIO STATION, FL US",10/08/2007,0,94,70
USC00080236,"ARCHBOLD BIO STATION, FL US",11/08/2007,0,96,71
USC00080236,"ARCHBOLD BIO STATION, FL US",12/08/2007,0,95,69
USC00080236,"ARCHBOLD BIO STATION, FL US",13/08/2007,0,94,69
USC00080236,"ARCHBOLD BIO STATION, FL US",14/08/2007,0,95,70
USC00080236,"ARCHBOLD BIO STATION, FL US",15/08/2007,0.01,91,69
USC00080236,"ARCHBOLD BIO STATION, FL US",16/08/2007,0,93,67
USC00080236,"ARCHBOLD BIO STATION, FL US",17/08/2007,0,93,66
USC00080236,"ARCHBOLD BIO STATION, FL US",18/08/2007,0,94,65
USC00080236,"ARCHBOLD BIO STATION, FL US",19/08/2007,0,94,73
USC00080236,"ARCHBOLD BIO STATION, FL US",20/08/2007,0,96,74
USC00080236,"ARCHBOLD BIO STATION, FL US",21/08/2007,0,96,74
USC00080236,"ARCHBOLD BIO STATION, FL US",22/08/2007,0,96,71
USC00080236,"ARCHBOLD BIO STATION, FL US",23/08/2007,0,95,71
USC00080236,"ARCHBOLD BIO STATION, FL US",24/08/2007,0,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",25/08/2007,0.46,90,69
USC00080236,"ARCHBOLD BIO STATION, FL US",26/08/2007,0.25,93,69
USC00080236,"ARCHBOLD BIO STATION, FL US",27/08/2007,0.38,92,70
USC00080236,"ARCHBOLD BIO STATION, FL US",28/08/2007,0,94,69
USC00080236,"ARCHBOLD BIO STATION, FL US",29/08/2007,0.14,93,72
USC00080236,"ARCHBOLD BIO STATION, FL US",30/08/2007,0.01,95,69
USC00080236,"ARCHBOLD BIO STATION, FL US",31/08/2007,0.2,94,69
USC00080236,"ARCHBOLD BIO STATION, FL US",01/09/2007,0,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",02/09/2007,0.24,95,71
USC00080236,"ARCHBOLD BIO STATION, FL US",03/09/2007,0.27,94,71
USC00080236,"ARCHBOLD BIO STATION, FL US",04/09/2007,0.11,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",05/09/2007,0,93,70
USC00080236,"ARCHBOLD BIO STATION, FL US",06/09/2007,0.3,93,67
USC00080236,"ARCHBOLD BIO STATION, FL US",07/09/2007,0,92,72
USC00080236,"ARCHBOLD BIO STATION, FL US",08/09/2007,0,93,72
USC00080236,"ARCHBOLD BIO STATION, FL US",09/09/2007,0,91,70
USC00080236,"ARCHBOLD BIO STATION, FL US",10/09/2007,0,91,69
USC00080236,"ARCHBOLD BIO STATION, FL US",11/09/2007,0.07,88,72
USC00080236,"ARCHBOLD BIO STATION, FL US",12/09/2007,0,94,70
