STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/10/2008,0,,71,59
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/10/2008,0,,71,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/10/2008,0.06,,69,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/10/2008,0.08,,67,59
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/10/2008,0,,67,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/10/2008,0,,76,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/10/2008,0,,78,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/10/2008,0,,76,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/10/2008,0,,69,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/10/2008,0,,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/10/2008,0,,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/10/2008,0,,70,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/10/2008,0,,77,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/10/2008,0,,79,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/10/2008,0,,81,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/10/2008,0,,85,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/10/2008,0,,83,60
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/10/2008,0,,64,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/10/2008,0,,56,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/10/2008,0,,61,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/10/2008,0,,77,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/10/2008,0,,83,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/10/2008,0,,84,60
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/10/2008,0,,83,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/10/2008,0,,80,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/10/2008,0,,62,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/10/2008,0,,63,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/10/2008,0,,66,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/10/2008,0,,67,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/10/2008,0.05,,64,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",31/10/2008,0.16,,69,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/11/2008,1.12,,65,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/11/2008,0.43,,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/11/2008,0.5,,61,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/11/2008,0,,58,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/11/2008,0,,62,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/11/2008,0,,66,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/11/2008,0,,70,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/11/2008,0.08,,61,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/11/2008,0,,61,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/11/2008,0,,59,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/11/2008,0,,60,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/11/2008,0,,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/11/2008,0,,73,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/11/2008,0,,80,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/11/2008,0,,80,63
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/11/2008,0,,75,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/11/2008,0,,75,60
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/11/2008,0,,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/11/2008,0,,56,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/11/2008,0,,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/11/2008,0,,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/11/2008,0,,65,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/11/2008,0,,66,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/11/2008,0,,62,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/11/2008,0,,60,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/11/2008,0.18,,59,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/11/2008,0,,62,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/11/2008,0,,57,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/11/2008,0,,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/11/2008,0,,68,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/12/2008,0,,56,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/12/2008,0,,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/12/2008,0,,57,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/12/2008,0,,59,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/12/2008,0,,64,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/12/2008,0,,58,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/12/2008,0,,54,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/12/2008,0,,53,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/12/2008,0,,58,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/12/2008,0,,61,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/12/2008,0,,61,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/12/2008,0.02,,58,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/12/2008,0,,52,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/12/2008,0.71,,50,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/12/2008,0.19,,51,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/12/2008,0.34,,46,40
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/12/2008,0,,52,40
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/12/2008,0,,54,40
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/12/2008,0.24,,54,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/12/2008,0,,51,41
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/12/2008,0.57,,53,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/12/2008,0.03,,53,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/12/2008,0.1,,52,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/12/2008,0.15,,55,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/12/2008,0.47,,54,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/12/2008,0,,52,41
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/12/2008,0,,53,42
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/12/2008,0,,59,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/12/2008,0,,61,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/12/2008,0,,58,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",31/12/2008,0,,58,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/01/2009,0,,52,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/01/2009,0.24,,55,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/01/2009,0,,52,41
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/01/2009,0,,51,39
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/01/2009,0,,47,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/01/2009,0,,53,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/01/2009,0,,50,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/01/2009,0,,55,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/01/2009,0,,60,42
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/01/2009,0,,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/01/2009,0,,67,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/01/2009,0,,74,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/01/2009,0,,72,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/01/2009,0,,69,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/01/2009,0,,73,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/01/2009,0,,70,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/01/2009,0,,67,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/01/2009,0,,68,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/01/2009,0,,69,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/01/2009,0,,69,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/01/2009,0.11,,61,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/01/2009,0.38,,55,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/01/2009,0.16,,56,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/01/2009,0.01,,54,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/01/2009,0,,54,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/01/2009,0,,55,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/01/2009,0,,57,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/01/2009,0,,58,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/01/2009,0,,68,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/01/2009,0,,67,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",31/01/2009,0,,66,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/02/2009,0,,67,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/02/2009,0,,67,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/02/2009,0,,67,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/02/2009,0,,64,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/02/2009,0.13,,58,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/02/2009,0.53,,54,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/02/2009,0.02,,61,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/02/2009,0.34,,55,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/02/2009,0,,53,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/02/2009,0.23,,53,40
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/02/2009,0.2,,55,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/02/2009,0,,54,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/02/2009,0.66,,53,43
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/02/2009,0.09,,55,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/02/2009,2.18,,55,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/02/2009,0.79,,56,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/02/2009,0.87,,54,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/02/2009,0,,59,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/02/2009,0,,64,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/02/2009,0,,65,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/02/2009,0,,51,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/02/2009,1.24,,58,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/02/2009,0.35,,59,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/02/2009,0.01,,52,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/02/2009,0.21,,61,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/02/2009,0.07,,59,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/02/2009,0,,59,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/02/2009,0,,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/03/2009,0.27,,60,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/03/2009,0.4,,60,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/03/2009,0.62,,58,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/03/2009,0.14,,56,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/03/2009,0.91,,57,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/03/2009,0,,56,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/03/2009,0,,60,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/03/2009,0,,57,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/03/2009,0,,54,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/03/2009,0,,58,42
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/03/2009,0,,61,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/03/2009,0,,57,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/03/2009,0,,57,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/03/2009,0,,52,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/03/2009,0.08,,60,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/03/2009,0.1,,62,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/03/2009,0,,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/03/2009,0,,67,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/03/2009,0,,67,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/03/2009,0,,59,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/03/2009,0.06,,58,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/03/2009,0.18,,53,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/03/2009,0,,55,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/03/2009,0,,62,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/03/2009,0,,66,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/03/2009,0,,64,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/03/2009,0,,72,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/03/2009,0,,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/03/2009,0,,60,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/03/2009,0,,65,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",31/03/2009,0,,65,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/04/2009,0,,63,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/04/2009,0,,59,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/04/2009,0,,57,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/04/2009,0,,65,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/04/2009,0,,75,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/04/2009,0,,75,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/04/2009,0.22,,60,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/04/2009,0.01,,62,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/04/2009,0.01,,55,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/04/2009,0,,58,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/04/2009,0,,59,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/04/2009,0,,62,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/04/2009,0,,62,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/04/2009,0,,54,45
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/04/2009,0,,56,44
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/04/2009,0,,60,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/04/2009,0,,66,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/04/2009,0,,69,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/04/2009,0,,68,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/04/2009,0,,93,62
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/04/2009,0,,87,64
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/04/2009,0,,68,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/04/2009,0,,62,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/04/2009,0,,55,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/04/2009,0,,57,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/04/2009,0,,60,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/04/2009,0,,54,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/04/2009,0,,56,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/04/2009,0,,58,46
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/04/2009,0,,64,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/05/2009,0.23,,64,47
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/05/2009,0.04,,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/05/2009,0.06,,63,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/05/2009,0.05,,69,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/05/2009,0.42,,68,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/05/2009,0,,68,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/05/2009,0,,68,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/05/2009,0,,73,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/05/2009,0,,68,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/05/2009,0,,64,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/05/2009,0,,64,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/05/2009,0,,64,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/05/2009,0,,65,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/05/2009,0,,65,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/05/2009,0,,62,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/05/2009,0,,89,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/05/2009,0,,85,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/05/2009,0,,59,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/05/2009,0,,60,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/05/2009,0,,61,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/05/2009,0,,61,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/05/2009,0,,61,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/05/2009,0,,54,49
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/05/2009,0,,54,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/05/2009,0,,61,48
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/05/2009,0,,70,50
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/05/2009,0,,61,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/05/2009,0,,61,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/05/2009,0,,61,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/05/2009,0,,60,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",31/05/2009,0,,58,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/06/2009,0,,60,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/06/2009,0,,61,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/06/2009,0,,62,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/06/2009,0,,64,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/06/2009,0,,67,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/06/2009,0,,66,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/06/2009,0,,65,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/06/2009,0,,60,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/06/2009,0,,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/06/2009,0,,65,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/06/2009,0,,65,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/06/2009,0,,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/06/2009,0,,66,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/06/2009,0,,66,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/06/2009,0,,65,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/06/2009,0,,62,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/06/2009,0,,64,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/06/2009,0,,70,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/06/2009,0,,70,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/06/2009,0,,65,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/06/2009,0,,68,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/06/2009,0,,73,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/06/2009,0,,74,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/06/2009,0,,66,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/06/2009,0,,65,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/06/2009,0,,67,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/06/2009,0,,79,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/06/2009,0,,78,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/06/2009,0,,65,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/06/2009,0,,66,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/07/2009,0,,65,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/07/2009,0,,65,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/07/2009,0,,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/07/2009,0,,65,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/07/2009,0,,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/07/2009,0,,66,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/07/2009,0,,60,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/07/2009,0,,70,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/07/2009,0,,63,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/07/2009,0,,63,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",11/07/2009,0,,66,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",12/07/2009,0,,66,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",13/07/2009,0,,81,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",14/07/2009,0,,83,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",15/07/2009,0,,64,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",16/07/2009,0,,64,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",17/07/2009,0,,66,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",18/07/2009,0,,70,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",19/07/2009,0,,69,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",20/07/2009,0,,61,53
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",21/07/2009,0,,59,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",22/07/2009,0,,59,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",23/07/2009,0,,58,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",24/07/2009,0,,61,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",25/07/2009,0,,63,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",26/07/2009,0,,66,52
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",27/07/2009,0,,65,51
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",28/07/2009,0,,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",29/07/2009,0,,64,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",30/07/2009,0,,68,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",31/07/2009,0,,62,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",01/08/2009,0,,63,54
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",02/08/2009,0,,64,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",03/08/2009,0,,67,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",04/08/2009,0,,69,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",05/08/2009,0,,69,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",06/08/2009,0,,68,58
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",07/08/2009,0,,67,57
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",08/08/2009,0,,73,56
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",09/08/2009,0,,78,55
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",10/08/2009,0,,84,58
